product_productid,review_userid,review_helpfulness,review_score
790747324.0,A1L73PPUV3M6VU,0/0,5.0
790747324.0,A2HPYKC3S7DHZC,0/0,5.0
790747324.0,A1X7FS1H4R02W1,0/0,5.0
790747324.0,A1VDTPFDTVWMUY,0/0,5.0
790747324.0,A1ZEWZG6AKB7C0,0/0,4.0
790747324.0,A29Y3P1WQEXMXV,0/0,4.0
790747324.0,A30TK6U7DNS82R,0/0,5.0
790747324.0,A3N9CZ1RK4OTYE,0/0,4.0
790747324.0,A2SGR7LE899LGG,0/0,5.0
790747324.0,A2ZSC81MXLBELX,134/135,5.0
790747324.0,A25ZVI6RH1KA5L,76/78,5.0
790747324.0,A1BWHXTFOVF9CY,60/62,5.0
790747324.0,A16Q1LYIDE2WDZ,3/5,4.0
790747324.0,A16CZRQL23NOIW,3/5,5.0
790747324.0,A24FSR37TN4MSF,3/5,5.0
790747324.0,A1H2SCAYWQLMC0,3/5,5.0
790747324.0,A3N4OZD5JKLEL2,3/5,5.0
790747324.0,A193A7T1E8CUTB,3/5,5.0
790747324.0,AUPGEVBC9RV12,1/2,5.0
790747324.0,A85D20W8CHYM5,1/2,5.0
790747324.0,AF6894EAENX11,1/2,4.0
790747324.0,A1LS8REVM1FGCX,1/2,5.0
790747324.0,A3CWZ409NU9UR0,1/2,5.0
790747324.0,A2QP12447GKEDU,1/2,5.0
790747324.0,ACGNP00TEIEV3,1/2,5.0
790747324.0,A2ZRQGBVQQZ698,1/2,5.0
790747324.0,A2H8EF6UQIK34K,1/2,5.0
790747324.0,A20EEWWSFMZ1PN,1/2,5.0
790747324.0,A15N5W09G9KLBU,1/2,5.0
790747324.0,AIOXMENE1HBR7,1/2,5.0
790747324.0,A3160YSU1KRL8E,1/2,5.0
790747324.0,A2RRCZLVCA7A7,1/2,4.0
790747324.0,A3MCMOX8M5EJUS,2/4,5.0
790747324.0,A1ZLGSW21GS8WE,0/1,4.0
790747324.0,A2K1V1Z41X96HF,0/1,5.0
790747324.0,A11XQIT4N5TC8S,0/1,5.0
790747324.0,A2ZZN2ADSY4BPS,0/1,5.0
790747324.0,A3JT29L4YFEIMJ,0/1,5.0
790747324.0,A7EUWJK1EW2AR,0/1,4.0
790747324.0,A110UAX71H8R0W,0/1,5.0
790747324.0,A1RRT0R0ARCRE7,0/1,5.0
790747324.0,A231SN9GIOZ9CU,0/1,5.0
790747324.0,A22U5T9Q0GI5GV,0/1,5.0
790747324.0,A36C2A4SWATA45,0/1,5.0
790747324.0,A5HQ4DKZX91T6,0/1,5.0
790747324.0,A1MEP8XST8SQKH,0/1,5.0
790747324.0,AIMR915K4YCN,0/1,5.0
790747324.0,A16467YDRJ9WCH,0/1,5.0
790747324.0,A1MURC73B6RQCY,0/1,5.0
790747324.0,AYLPDW7CWJZKJ,0/1,5.0
790747324.0,A1R3W119URF5B9,0/1,5.0
790747324.0,A17U4YXN5G7UAP,0/1,4.0
790747324.0,A3LZGLA88K0LA0,0/1,5.0
790747324.0,A1HVZ0569ZHZW9,0/1,5.0
790747324.0,A2H9QVEHRPUV9F,0/2,5.0
790747324.0,AMCJYMLWP5WSF,0/2,5.0
790747324.0,A3RRBPUGD7UOSP,0/2,5.0
790747324.0,A10LIHFA4SSK3F,0/3,5.0
790747324.0,A27QZDO1FRRFCV,1/5,4.0
790747324.0,ATD58IZSR0GL4,0/4,1.0
790747324.0,A3KFRQZ4TVANBW,0/4,5.0
790747324.0,A1Y6LC4JFBCGZN,8/8,4.0
790747324.0,A2W00XKTTF1G0Z,11/12,5.0
790747324.0,A28OMX3LCK86OV,12/14,3.0
790747324.0,A2OVUDBRWGX0LL,11/13,4.0
790747324.0,A26HFSVLAGULIM,8/9,5.0
790747324.0,A3P121GNV5QYIN,5/5,5.0
790747324.0,AES0JMK0KYYHI,10/12,5.0
790747324.0,A1T0Z4J5PPLTC7,10/12,4.0
790747324.0,A92LD431P843F,7/8,5.0
790747324.0,A14QW3EMN8PBZV,7/8,5.0
790747324.0,A2TOU0N8XE68W4,7/8,5.0
790747324.0,AWLFVCT9128JV,4/4,4.0
790747324.0,A13BLSXL78EMRX,4/4,5.0
790747324.0,AC1U7PPQJKA9D,4/4,5.0
790747324.0,AAYW1H4SMNOI,4/4,5.0
790747324.0,A2KVUYPLEW4LXT,4/4,5.0
790747324.0,A2KFUFXQ1YTWNT,6/7,5.0
790747324.0,A2OAX6CKFKSQVA,3/3,5.0
790747324.0,AFK6J1EL70ZGG,3/3,4.0
790747324.0,A1N8ENRW29MY4X,3/3,5.0
790747324.0,A3ADUOVTY3TIRU,3/3,5.0
790747324.0,A3ASR7JA7MPKW4,3/3,5.0
790747324.0,A2AOZQ3WTNVVOK,3/3,5.0
790747324.0,ARFBRSE35ZJ6A,3/3,4.0
790747324.0,A2D9IEFJGB483Q,3/3,5.0
790747324.0,A317526BROLHAS,3/3,5.0
790747324.0,A3NIQK6ZLYEP1L,3/3,5.0
790747324.0,A16VWWB8G00EPV,5/6,4.0
790747324.0,A2AML5BI49ST3F,5/6,5.0
790747324.0,A2RD0B8LLOSMCQ,9/12,3.0
790747324.0,A25Q9D6QMU4KNT,2/2,5.0
790747324.0,AZV76KEKPRUJ1,2/2,5.0
790747324.0,A358VH2AI4KO9A,2/2,5.0
790747324.0,AUM3YMZ0YRJE0,2/2,5.0
790747324.0,A34IADOC8VMMJT,2/2,5.0
790747324.0,AY6QWTWG99N2B,2/2,4.0
790747324.0,A9RNMO9MUSMTJ,2/2,4.0
790747324.0,A3929TSRPOQWVM,2/2,5.0
790747324.0,A3N2OITBFW3FUF,2/2,5.0
790747324.0,A1WMVV2AHMONSO,2/2,5.0
790747324.0,A8PZDIAF0NTIS,2/2,5.0
790747324.0,A2Q13PHEXGR48Q,2/2,4.0
790747324.0,AJYGQV81FSFE2,2/2,4.0
790747324.0,A3D550GH0U6T5C,2/2,5.0
790747324.0,A2WZ1B92F81LJJ,2/2,4.0
790747324.0,A1J2931UBBJPXM,2/2,4.0
790747324.0,AXY18W5QMN7UV,2/2,5.0
790747324.0,A1G1YRACFRHI8P,4/5,5.0
790747324.0,A12V5I7WHOYXVK,4/5,5.0
790747324.0,A3O2RCKAMSE9X7,4/5,5.0
790747324.0,AEIU007YWF5Z,1/1,5.0
790747324.0,AL9AVFFM4955D,1/1,5.0
790747324.0,A1VZLLDNLURGJB,1/1,5.0
790747324.0,A39CX0EE4BZCZC,1/1,4.0
790747324.0,A33Z6A2APFW0L0,1/1,5.0
790747324.0,A1MU7X24DJZYPH,1/1,5.0
790747324.0,A2V489WRU2N2TV,1/1,5.0
790747324.0,A1DL822FZZQA00,1/1,5.0
790747324.0,A3C22O5E2KMOOB,1/1,5.0
790747324.0,A3FPOTCZDMEONK,1/1,5.0
790747324.0,A18W6JE3GFSD5I,1/1,4.0
790747324.0,AW9ERFQZBVCO6,1/1,5.0
790747324.0,A2VE83MZF98ITY,1/1,5.0
790747324.0,A2KIBG7DYMHER7,1/1,5.0
790747324.0,A1Y87E22UVYCE6,1/1,5.0
790747324.0,A1P1T0PFD4F0VS,1/1,5.0
B007NF02Q2,A2NOZB6VZCTOI4,1/1,1.0
B0001G6PZC,A3JYW6GWR9CS5P,4/4,5.0
B0001G6PZC,A16NHMMS2S0Z3F,4/4,5.0
B0001G6PZC,APDD1N7ZSYM8P,4/4,5.0
B0001G6PZC,A2IM9U6U6E2E9D,4/4,5.0
B0001G6PZC,A379SAP75SPDHD,4/4,4.0
B0001G6PZC,A13RM1AWD1C5ZR,4/4,4.0
B0001G6PZC,A24QE8VGWW3L4G,11/14,2.0
B0001G6PZC,AFA2BUKOL8U1B,11/14,3.0
B0001G6PZC,AGU2ZGUBFCJTJ,11/14,5.0
B0001G6PZC,A3RTMMQ82HB27H,11/14,5.0
B0001G6PZC,A3QQMEYFS7AR5N,6/7,5.0
B0001G6PZC,A388F7LYD04STN,6/7,3.0
B0001G6PZC,A3G65Z3IU8HVES,13/17,5.0
B0001G6PZC,A194PR7PPY5M93,8/10,5.0
B0001G6PZC,A15W94TIP8HCKM,8/10,5.0
B0001G6PZC,A1ZKAZIBRWY6WJ,8/10,5.0
B0001G6PZC,A1S749MYKSGHQE,8/10,5.0
B0001G6PZC,A3VPO520KEFSMO,8/10,5.0
B0001G6PZC,A11YJS79DZD7D9,8/10,5.0
B0001G6PZC,A28YVF72KWOJ1X,8/10,3.0
B0001G6PZC,A17N23WXA7EAF,8/10,5.0
B0001G6PZC,A3NN4RTUN0LHBN,10/13,5.0
B0001G6PZC,A1IWWRZJOXOSYP,3/3,4.0
B0001G6PZC,A3F3THLLZXURQN,3/3,4.0
B0001G6PZC,A3J78KAIPW6KAH,3/3,4.0
B0001G6PZC,A3F3B6HY9RJI04,3/3,5.0
B0001G6PZC,A2Z5WQEQDDD7W4,3/3,4.0
B0001G6PZC,A2T5SN9URKMX88,3/3,5.0
B0001G6PZC,A1X15AQVSCKKRG,3/3,5.0
B0001G6PZC,A5I88702K12HM,3/3,4.0
B0001G6PZC,A3DI1ZY8MNEAR5,3/3,4.0
B0001G6PZC,AO0Y5G7CNS7GT,3/3,4.0
B0001G6PZC,A2WJSWP3B02GWV,3/3,5.0
B0001G6PZC,A2W73HCT8B5H8T,3/3,4.0
B0001G6PZC,A1IOJE0W1NXOSE,3/3,3.0
B0001G6PZC,A1PB2W640Z87RJ,3/3,4.0
B0001G6PZC,A1TLZXWK0K92K9,3/3,5.0
B0001G6PZC,A21QIKFIGT3XRK,3/3,4.0
B0001G6PZC,A2643AUL4FGYS4,3/3,5.0
B0001G6PZC,A1TW9ZGRDQQZ2Y,3/3,5.0
B0001G6PZC,A1S5QBRR6X1UZ0,3/3,4.0
B0001G6PZC,A3J75SXN3OLMMH,3/3,5.0
B0001G6PZC,A1KJTBUUDD52I5,3/3,4.0
B0001G6PZC,A5H8VLE7L7SB,3/3,5.0
B0001G6PZC,A22P61STPVL79E,3/3,5.0
B0001G6PZC,AMLWK2BVD346O,3/3,5.0
B0001G6PZC,A2VXLLBBT7CL89,3/3,4.0
B0001G6PZC,A1L5H0ZSR3TOL9,3/3,4.0
B0001G6PZC,A3F18SDKBDF2WR,3/3,4.0
B0001G6PZC,AGOEKVIJV9UX6,3/3,5.0
B0001G6PZC,A35ZK3M8L9JUPX,3/3,5.0
B0001G6PZC,A28GCEHD00JFZG,3/3,5.0
B0001G6PZC,APGN8QGF0P5QR,3/3,5.0
B0001G6PZC,A1GCLHX6W6OPPO,5/6,4.0
B0001G6PZC,A1XXYW2OGHJQOL,7/9,5.0
B0001G6PZC,A3942O4ZU2TNZO,7/9,5.0
B0001G6PZC,AZWBQPQN96SS6,9/12,2.0
B0001G6PZC,A3F7O98Q29Y8G,11/15,5.0
B0001G6PZC,A32B1132Y3YTGA,11/15,5.0
B0001G6PZC,A1FNES0QEBJZD1,2/2,4.0
B0001G6PZC,A370Z6I5GBWU44,2/2,4.0
B0001G6PZC,AI45MQMDG3FLB,2/2,5.0
B0001G6PZC,AV3RUX4IMNDJ8,2/2,5.0
B0001G6PZC,AG5XM49AZVIYH,2/2,5.0
B0001G6PZC,A12X8OWP4N74KP,2/2,5.0
B0001G6PZC,A2XRMQA6PJ5ZJ8,2/2,4.0
B0001G6PZC,ANS2ERV3VRXND,2/2,3.0
B0001G6PZC,A2J9L2AWKTGCQD,2/2,5.0
B0001G6PZC,A37ZXTO6BFLL0X,2/2,5.0
B0001G6PZC,A3I110RYL8Q37F,2/2,5.0
B0001G6PZC,AVTA38OJEY7E6,2/2,5.0
B0001G6PZC,A3F3MVVYJTDJ2T,2/2,4.0
B0001G6PZC,AOJ0ORN9VTPGE,2/2,5.0
B0001G6PZC,A27DRF925AA53Q,2/2,5.0
B0001G6PZC,AS7BQSB2PLV40,2/2,5.0
B0001G6PZC,A33IRCG12HK9QT,2/2,5.0
B0001G6PZC,A13AFOYULBGIC,2/2,5.0
B0001G6PZC,A395EVWBUDTNL0,2/2,5.0
B0001G6PZC,A324507DQU0XOI,2/2,5.0
B0001G6PZC,A16KRCLLTHSB5F,2/2,4.0
B0001G6PZC,A193V4AM5BEMGQ,2/2,5.0
B0001G6PZC,A3L176F1EMHUDV,2/2,5.0
B0001G6PZC,A21JNRET53MLR1,2/2,5.0
B0001G6PZC,AF4H64QU3J28H,87/93,5.0
B0001G6PZC,A1FPFWDC1ASYNJ,67/73,4.0
B0001G6PZC,A3AF8P0GINFADV,218/253,5.0
B0001G6PZC,A2RRO07OFPV06B,2/2,5.0
B0001G6PZC,A2HG5MY4YOY7N2,2/2,4.0
B0001G6PZC,A2HXSH7ZX7E0N1,2/2,5.0
B0001G6PZC,A3MBKOUT3IO3PH,2/2,4.0
B0001G6PZC,A328S9RN3U5M68,2/2,5.0
B0001G6PZC,A1CRVQQQ17GRLP,2/2,5.0
B0001G6PZC,AX9J0U8J6XTCY,2/2,5.0
B0001G6PZC,A1LVZOK9F7K4CN,2/2,4.0
B0001G6PZC,A3NZVCL9N8CLHB,2/2,5.0
B0001G6PZC,A2RZVY1UHHH0EQ,2/2,5.0
B0001G6PZC,A1WU9FO8K1S72J,2/2,4.0
B0001G6PZC,A1ZHU0O8T0H7SG,2/2,4.0
B0001G6PZC,A33TBHM3O9AY17,2/2,4.0
B0001G6PZC,A3P5V2HOR6HUVO,2/2,4.0
B0001G6PZC,AKP57IAGUJ69J,2/2,5.0
B0001G6PZC,A2F3HLHRHQMR6O,2/2,5.0
B0001G6PZC,A1UJ1IA1FB7KZJ,2/2,4.0
B0001G6PZC,AGKPTMTR3UX1R,4/5,5.0
B0001G6PZC,A2OWV1MU4MOVXK,4/5,5.0
B0001G6PZC,ANYR2K39F5B3S,4/5,4.0
B0001G6PZC,AXWCDLKWEGLPE,4/5,5.0
B0001G6PZC,A2UU6VWL6H18A1,4/5,5.0
B0001G6PZC,A2GPVOWH5WA4YY,4/5,5.0
B0001G6PZC,A1ZN0I16O0TB38,4/5,5.0
B0001G6PZC,A595T15OO91DC,4/5,3.0
B0001G6PZC,A2XR0NROT9X7M6,4/5,5.0
B0001G6PZC,A1MQKL6JLNECGI,4/5,5.0
B0001G6PZC,A2YAABMT80RLYA,4/5,4.0
B0001G6PZC,A32XW50ILWOXNO,4/5,4.0
B0001G6PZC,AB9QXH5URDLER,6/8,4.0
B0001G6PZC,A3KXFH8BRCHZSF,6/8,5.0
B0001G6PZC,A2VP4VW7OTYGVM,6/8,5.0
B0001G6PZC,A1SKRSFWO39LZ1,8/11,4.0
B0001G6PZC,ANEBAA4RGSVI7,14/20,5.0
B0001G6PZC,A3FNTIBMJEN2W2,1/1,2.0
B0001G6PZC,A3QU3O79AGNWCY,1/1,5.0
B0001G6PZC,A1AK24HIWGNHNT,1/1,5.0
B0001G6PZC,AICA7XL0J5ZSM,1/1,5.0
B0001G6PZC,A2IZIYYCEGOMEU,1/1,5.0
B0001G6PZC,AN0Z8LQFL4BXM,1/1,5.0
B0001G6PZC,A3RJ9K5JU2GM5A,1/1,5.0
B0001G6PZC,AEKQQQH21YN92,1/1,5.0
B0001G6PZC,A2KB65SOJ51T4C,1/1,5.0
B0001G6PZC,A2SPHTIPK9IKDQ,1/1,5.0
B0001G6PZC,A1I7NCQWIHY7SN,1/1,4.0
B0001G6PZC,A1SSZKYMH9R1BP,1/1,4.0
B0001G6PZC,AFHKFOO046N00,1/1,5.0
B0001G6PZC,A1MZ0AOI6BXCCE,1/1,5.0
B0001G6PZC,A1R9GZ8FC44MF5,1/1,5.0
B0001G6PZC,A3P93YQZD63NGK,1/1,4.0
B0001G6PZC,A1SCD2NYTIAQTY,3/4,4.0
B0001G6PZC,A225GQXYLH61V9,3/4,5.0
B0001G6PZC,AEEPHI4LT2OBN,3/4,4.0
B0001G6PZC,A2NZCH50DAO5DA,3/4,5.0
B0001G6PZC,A36YU8FX2976W4,3/4,5.0
B0001G6PZC,A19QIBFRAZNAIK,3/4,4.0
B0001G6PZC,AUEHG0DB54B7K,3/4,5.0
B0001G6PZC,A3BA5ISHG5AHF2,3/4,5.0
B0001G6PZC,A2O8NWM7V0B6BQ,3/4,4.0
B0001G6PZC,A2W74MFIM2UO3T,3/4,5.0
B0001G6PZC,AZJRWJ1QWB71K,3/4,5.0
B0001G6PZC,A2EIEXQVCPXZNG,3/4,3.0
B0001G6PZC,A16CZRQL23NOIW,3/4,4.0
B0001G6PZC,A1YHQ1JWEJK6BI,3/4,5.0
B0001G6PZC,A3W1JJGJHRPH4Y,3/4,3.0
B0001G6PZC,A1BHCE2409B5QF,3/4,5.0
B0001G6PZC,A3HHV1TH8P9J14,3/4,4.0
B0001G6PZC,A17FLA8HQOFVIG,3/4,4.0
B0001G6PZC,AGEI7S0BMD4A4,3/4,4.0
B0001G6PZC,A25V7MPGZ542BX,3/4,5.0
B0001G6PZC,A8QD52JMYBPRA,3/4,5.0
B0001G6PZC,A38G64S5VMRI1P,3/4,4.0
B0001G6PZC,AJKWF4W7QD4NS,3/4,4.0
B0001G6PZC,A1R8AO9XASQ15C,3/4,3.0
B0001G6PZC,AD5505PRB0IDO,3/4,5.0
B0001G6PZC,A3TRXCPCNO9VX0,3/4,5.0
B0001G6PZC,A3PJXZOYC8026Z,3/4,3.0
B0001G6PZC,A1COW0UIB5HA9J,3/4,5.0
B0001G6PZC,A13IKSGDYNBNQS,3/4,4.0
B0001G6PZC,AL618JIMLFU7E,3/4,5.0
B0001G6PZC,A1QP5VCWEL1LHD,0/0,5.0
B0001G6PZC,A3LXKO2S6G2DBI,5/7,3.0
B0001G6PZC,AQ0KB7RO4J9BS,5/7,3.0
B0001G6PZC,ALG7QH2L5JL2L,5/7,4.0
B0001G6PZC,A27CHILBK6HIL2,5/7,4.0
B0001G6PZC,A2NBOL825B93OM,5/7,5.0
B0001G6PZC,A3V6NSNN30G3F8,5/7,3.0
B0001G6PZC,A2LMMZTCPUTUXF,5/7,5.0
B0001G6PZC,A3LLB7X6R4CUKP,5/7,5.0
B0001G6PZC,A20ZFWGBY4REFX,7/10,5.0
B0001G6PZC,AVLDQY3JWB6HU,7/10,2.0
B0001G6PZC,A2WXM6ZZYAIY1S,9/13,3.0
B0001G6PZC,A16X61RLY1YJL7,9/13,5.0
B0001G6PZC,A3Q5AREMT69TDP,14/21,5.0
B0001G6PZC,A3J3AKELO8I207,12/18,2.0
B0001G6PZC,A1XNXHTPQRACRO,12/18,2.0
B0001G6PZC,A3UDYY6L2NH3JS,6/9,5.0
B0001G6PZC,AYAJY6D9BF1EA,6/9,2.0
B0001G6PZC,A229PAZ0GQ4DKI,4/6,5.0
B0001G6PZC,A13TO1ZFAH9SVN,4/6,5.0
B0001G6PZC,A3VQSFORKH8B7O,4/6,5.0
B0001G6PZC,A13DQTXG02HZC1,4/6,4.0
B0001G6PZC,AC7H0GG8LX2IE,4/6,4.0
B0001G6PZC,A29CWGLEAS9AUN,4/6,5.0
B0001G6PZC,A38AYXWZTOHP7Y,4/6,5.0
B0001G6PZC,A1ZTSOBAPOWT3,4/6,5.0
B0001G6PZC,A34SACCQ7VOV6L,4/6,4.0
B0001G6PZC,A3SQ5LI1Y8SK6J,4/6,5.0
B0001G6PZC,A1J5KBNDOFJGHQ,2/3,5.0
B0001G6PZC,A30GYS7KC32B2C,2/3,5.0
B0001G6PZC,AOXL514GEE4AA,2/3,5.0
B0001G6PZC,A38AWZA8FWOU9P,2/3,5.0
B0001G6PZC,A1PL8JA0TEHBVN,2/3,5.0
B0001G6PZC,AOEGEE8GX9V09,2/3,5.0
B0001G6PZC,A37Q64MQTQIGGB,2/3,5.0
B0001G6PZC,A2M597GCCE1N2S,2/3,4.0
B0001G6PZC,ABUEUI62QAK7F,2/3,3.0
B0001G6PZC,A1HO9J4DCQDGP9,2/3,5.0
B0001G6PZC,A32TI955X5DT1P,2/3,3.0
B0001G6PZC,A3DGB4HN3QCGAL,2/3,3.0
B0001G6PZC,A2FZNJ0M4B3IUT,2/3,5.0
B0001G6PZC,A2YRDIRL316QJL,2/3,2.0
B0001G6PZC,A3M06TE1J42O3T,2/3,4.0
B0001G6PZC,A1RDBBUILSBT6Y,2/3,5.0
B0001G6PZC,AE6SDT5GPOHJQ,2/3,4.0
B0001G6PZC,A16DI2LBATB4K4,2/3,2.0
B0001G6PZC,A1TMD8DH6I88Z0,2/3,3.0
B0001G6PZC,A3AXC959W4KJ6W,2/3,5.0
B0001G6PZC,A15Q7ABIU9O9YZ,2/3,5.0
B0001G6PZC,A23RQOODUIBCNY,2/3,4.0
B0001G6PZC,AESY8NCX6VS6O,2/3,4.0
B0001G6PZC,A1ZO30Z16MQ7Y7,2/3,5.0
B0001G6PZC,AUUTPGGFQOMMQ,2/3,5.0
B0001G6PZC,A6ADO7B6FUVN,2/3,4.0
B0001G6PZC,A2MEFO2UAKCNMN,2/3,4.0
B0001G6PZC,A16FUU8WW76QFY,2/3,4.0
B0001G6PZC,A3H6ILRU4OBLD5,0/0,5.0
B0001G6PZC,A1YF982Z88Z8A1,0/0,4.0
B0001G6PZC,A3DJHAPJBWCKI1,0/0,5.0
B0001G6PZC,A18FJ1NFAEVVYW,0/0,5.0
B0001G6PZC,A81B9YINYWM6R,0/0,5.0
B0001G6PZC,A2WXUPNNFACI3R,0/0,5.0
B0001G6PZC,A3BT61GN5OHZM1,0/0,5.0
B0001G6PZC,A3NJ6TTNOIOP5I,0/0,4.0
B0001G6PZC,A2OFSDJB3MVQ16,0/0,5.0
B0001G6PZC,A2AYY80Y1WGYOH,0/0,5.0
B0001G6PZC,A3R8PXSFGY9MC2,0/0,5.0
B0001G6PZC,A2QACF110GJL1S,0/0,5.0
B0001G6PZC,A1HNBS6ICM87LS,0/0,5.0
B0001G6PZC,AMNNPDX9MFEUD,0/0,4.0
B0001G6PZC,ALAK15HBJPL2D,0/0,4.0
B0001G6PZC,A1PVFEBGYGMHNI,0/0,5.0
B0001G6PZC,ASDP39VYB1AVX,0/0,5.0
B0001G6PZC,A1W702WG1LC6R3,0/0,4.0
B0001G6PZC,A3GP2JAAGTNJQ9,0/0,5.0
B0001G6PZC,A1PKG8QO4K5CXT,0/0,5.0
B0001G6PZC,A1PH5NMRGVDG8S,0/0,5.0
B0001G6PZC,A28C64PAQRZ0KS,0/0,4.0
B0001G6PZC,ALBBQ185G7AQT,0/0,5.0
B0001G6PZC,A1XKU63341EJUR,0/0,4.0
B0001G6PZC,A2QR0SHC8YV978,0/0,5.0
B0001G6PZC,A3N8RZSXKN1OR2,0/0,4.0
B0001G6PZC,A2F9I9XBMJGECI,0/0,4.0
B0001G6PZC,A22MRV0DXND5GZ,0/0,5.0
B0001G6PZC,A3B02O8GH0DJ1Z,0/0,5.0
B0001G6PZC,A3LBZV21PM3T9G,0/0,5.0
B0001G6PZC,A35SHLL06N0OC8,12/13,5.0
B0001G6PZC,A1B05INWIDZ74O,8/8,4.0
B0001G6PZC,A2EWC48FRNO3YP,8/8,5.0
B0001G6PZC,A10UVC4IRS4C6E,8/8,5.0
B0001G6PZC,AKZ8GM8LRERR8,8/8,5.0
B0001G6PZC,A2XZ6THWPDKC0L,8/8,5.0
B0001G6PZC,A2GD66UAY3C0FL,8/8,5.0
B0001G6PZC,A2B8GXSCB1R05T,11/12,5.0
B0001G6PZC,AQOQ54S7NMGFT,11/12,5.0
B0001G6PZC,A2JSM85OOAVJVT,0/0,5.0
B0001G6PZC,A1ZE9PYUFHCMMI,0/0,5.0
B0001G6PZC,A90NZ55D4R2XZ,0/0,4.0
B0001G6PZC,A1V3PCKVCJ3TTZ,0/0,5.0
B0001G6PZC,A355TYEFPT52BB,0/0,5.0
B0001G6PZC,A2MFNDNS1L7D16,0/0,3.0
B0001G6PZC,AIC7J32QZY2KF,0/0,4.0
B0001G6PZC,ASJ8LQ4NBW66Z,0/0,4.0
B0001G6PZC,A3NLET9LHJP5ZC,0/0,5.0
B0001G6PZC,A2FNDIXGUT5WP8,0/0,5.0
B0001G6PZC,A3NMFSUKNDSL8T,0/0,5.0
B0001G6PZC,A1UXKC7693RHW4,0/0,5.0
B0001G6PZC,A2HLLJ5X3CFL2W,0/0,5.0
B0001G6PZC,A1N2K2CTD29G5D,0/0,4.0
B0001G6PZC,A5KLP39OKXD5P,0/0,5.0
B0001G6PZC,A353K290TID2TU,0/0,5.0
B0001G6PZC,A3A2UYHN1IK505,0/0,5.0
B0001G6PZC,AO01UYUVPLEIM,0/0,5.0
B0001G6PZC,A2NY83RZ5NGV0L,0/0,5.0
B0001G6PZC,A1250POFZL8U1B,0/0,5.0
B0001G6PZC,A1O7P4136B9L2Z,0/0,5.0
B0001G6PZC,A51TCJEY07LQO,0/0,5.0
B0001G6PZC,A3V7YTGHAV0I6V,0/0,3.0
B0001G6PZC,AJMU8VVFKMZI4,0/0,4.0
B0001G6PZC,A2XAN67T4NZKAH,0/0,3.0
B0001G6PZC,A21U3YQLLKNF3B,0/0,5.0
B0001G6PZC,A21G1HKUQPHFKI,0/0,3.0
B0001G6PZC,A8NKH9MUKK5QN,0/0,5.0
B0001G6PZC,A1PILMASEE483C,0/0,5.0
B0001G6PZC,A18T13XS89ZCEI,2/4,5.0
B0001G6PZC,A3KL7NXOAGKD3U,0/0,4.0
B0001G6PZC,A3PAMMMH9F56K9,0/0,3.0
B0001G6PZC,A30KB9R7J85833,0/0,5.0
B0001G6PZC,A1R2URG8OHNEDS,0/0,5.0
B0001G6PZC,A2C3P8CQLC3GV,0/0,5.0
B0001G6PZC,ADTOSMJOVM9KX,0/0,5.0
B0001G6PZC,A35J4XGRWXVZ00,0/0,4.0
B0001G6PZC,A3A8RG4SI0A3OX,0/0,5.0
B0001G6PZC,AP8XQ5FVO7QB3,0/0,5.0
B0001G6PZC,A3P5FR1WPCWI7K,0/0,4.0
B0001G6PZC,A2TZKXU6Q0EDNP,9/14,4.0
B0001G6PZC,A1D2C0WDCSHUWZ,9/14,2.0
B0001G6PZC,ARA48345JZPZR,9/14,2.0
B0001G6PZC,A32XLXJIT5YCJ5,7/11,3.0
B0001G6PZC,A3LH77PBDFEO3F,7/11,5.0
B0001G6PZC,ABBQUM3P1K2HT,5/8,3.0
B0001G6PZC,AL9BZK1QPVA1D,5/8,5.0
B0001G6PZC,AC06F0LPHI1TW,5/8,2.0
B0001G6PZC,A27MOT4ZIUAKIW,3/5,4.0
B0001G6PZC,A3BO21YK08SSV8,3/5,4.0
B0001G6PZC,A2CN3U4JCMSMA,3/5,5.0
B0001G6PZC,ALLFSWHJXW4LD,3/5,4.0
B0001G6PZC,A31VRNV75GSXNR,3/5,5.0
B0001G6PZC,A30OZ7YUEP9SDJ,3/5,5.0
B0001G6PZC,A2DSXA1E02C86D,111/173,4.0
B0001G6PZC,A3GHLHL1KNBYUP,10/16,5.0
B0001G6PZC,A26O0ODDKCLTJA,1/2,5.0
B0001G6PZC,A2X0JRG26MVCRS,1/2,5.0
B0001G6PZC,A1B01Z2US27751,1/2,5.0
B0001G6PZC,A2Y6TLLOLDWK5F,1/2,5.0
B0001G6PZC,AWXM455BNL2RM,1/2,3.0
B0001G6PZC,A7Q2DHFS0ZJY5,1/2,5.0
B0001G6PZC,A1ZQI4P54MNX01,1/2,5.0
B0001G6PZC,A1HSZD4WB70WT7,1/2,5.0
B0001G6PZC,A32K4BV5DFG3KP,1/2,4.0
B0001G6PZC,A1FR68QH6Z4YZM,1/2,5.0
B0001G6PZC,A37R21F51JT4UF,1/2,3.0
B0001G6PZC,A301FDEU1KDY7R,1/2,5.0
B0001G6PZC,A1PV7LMABA0D62,1/2,5.0
B0001G6PZC,A1W3UJXKVPPBFT,1/2,5.0
B0001G6PZC,A1QXAS28S4IHAP,1/2,5.0
B0001G6PZC,A1VCLTAGM5RLND,1/2,5.0
B0001G6PZC,A3NKXPFYMTV06B,1/2,5.0
B0001G6PZC,A1N0LCPR7O7OLL,1/2,4.0
